position,token,surprisal_bits,category
284,"

",6.420668601989746,boilerplate
285,A,0.2172049880027771,boilerplate
286, ,0.019450919702649117,boilerplate
287,5,3.659120798110962,numeric
288,5,3.4500174522399902,numeric
289,-year,0.015216637402772903,boilerplate
290,-old,0.003264147089794278,boilerplate
291, Caucasian,7.730438232421875,boilerplate
292, male,0.6694120764732361,boilerplate
293, presented,2.0750207901000977,boilerplate
294, to,0.7979257106781006,boilerplate
295, the,0.11608055979013443,boilerplate
296, emergency,0.3666781485080719,clinical_entity
297, department,0.08017522841691971,clinical_entity
298, for,5.4668731689453125,boilerplate
299, one,9.959931373596191,boilerplate
300,-day,4.196004390716553,boilerplate
301, history,0.3509736955165863,boilerplate
302, of,0.0015466705663129687,boilerplate
303, in,12.63354778289795,boilerplate
304,tract,0.011058473028242588,boilerplate
305,able,9.716692147776484e-05,boilerplate
306, nausea,6.688523292541504,clinical_entity
307, and,1.2344766855239868,boilerplate
308, vomiting,0.3133734166622162,clinical_entity
309, and,3.8013875484466553,boilerplate
310, was,5.4481587409973145,boilerplate
311, found,0.3535638749599457,boilerplate
312, to,0.013115448877215385,boilerplate
313, be,2.756345272064209,boilerplate
314, in,2.6164865493774414,boilerplate
315, atr,0.9644867777824402,boilerplate
316,ial,5.159478746463719e-07,boilerplate
317, fibr,0.014317306689918041,clinical_entity
318,illation,3.783568536164239e-05,clinical_entity
319, with,1.7614351511001587,boilerplate
320, rapid,2.518941640853882,clinical_entity
321, vent,0.006296798121184111,clinical_entity
322,ricular,1.3930527529737446e-05,clinical_entity
323, response,0.09064404666423798,clinical_entity
324,.,0.40975162386894226,boilerplate
325, He,0.8187031149864197,boilerplate
326, had,0.25850996375083923,boilerplate
327, a,0.4237586259841919,boilerplate
328, known,6.494036674499512,boilerplate
329, history,0.24235029518604279,boilerplate
330, of,0.000520669505931437,boilerplate
331, par,14.187529563903809,boilerplate
332,ox,0.0002024093846557662,boilerplate
333,ys,1.2038780141665484e-06,boilerplate
334,mal,1.4618452041759156e-05,boilerplate
335, atr,0.006051912903785706,boilerplate
336,ial,-0.0,boilerplate
337, fibr,0.005006489343941212,clinical_entity
338,illation,6.879304237372708e-07,clinical_entity
339, but,6.600100517272949,boilerplate
340, had,0.7266526818275452,boilerplate
341, previously,6.150994300842285,boilerplate
342, refused,7.628166675567627,boilerplate
343, war,2.8651821613311768,boilerplate
344,far,-0.0,boilerplate
345,in,-0.0,boilerplate
346, therapy,2.4783289432525635,clinical_entity
347,.,1.222365379333496,boilerplate
348, His,2.7991578578948975,boilerplate
349, past,1.4257439374923706,boilerplate
350, medical,0.0063896034844219685,boilerplate
351, history,0.0007379607413895428,boilerplate
352, was,2.1192245483398438,boilerplate
353, otherwise,2.3641700744628906,boilerplate
354, significant,6.043705463409424,boilerplate
355, for,0.07335201650857925,boilerplate
356, congest,11.013957023620605,clinical_entity
357,ive,2.5797373837121995e-06,boilerplate
358, heart,0.00013500005297828466,clinical_entity
359, failure,0.00010559348447714001,clinical_entity
360, preserved,22.46628189086914,boilerplate
361, e,0.0010047166142612696,boilerplate
362,jection,1.5478429986615083e-06,boilerplate
